Time (min),Blood Glucose (mg/dl),Sensor Glucose Readings(mg/dl)
2003,122.9206274,115.0536587
2004,123.572448,113.8927953
2005,124.2927251,112.8487657
2006,125.0836935,111.9234076
2007,125.9469447,111.1185649
2008,126.8832079,110.4360374
2009,127.8921294,109.87752
2010,128.9720737,109.4445318
2011,130.1199723,109.1383384
2012,131.3312476,108.9598714
2013,132.5998286,108.9096511
2014,133.9182662,108.9877196
2015,135.2779395,109.1935875
2016,136.6693315,109.5262009
2017,138.0823449,109.9839304
2018,139.5066275,110.5645811
2019,140.931879,111.2273851
2020,142.3481192,111.9691261
2021,143.7459061,112.7861609
2022,145.1164994,113.6744889
2023,146.4526085,114.6298331
2024,147.7506768,115.6478566
2025,149.0048981,116.7242126
2026,150.2096482,117.8544501
2027,151.3602002,119.0340712
2028,152.4526726,120.2585913
2029,153.4839671,121.5235918
2030,154.451702,122.8247646
2031,155.3541435,124.1579498
2032,156.1901374,125.5191661
2033,156.9590438,126.9046349
2034,157.6606739,128.2117263
2035,158.2952323,129.4371169
2036,158.8632631,130.5777262
2037,159.3656003,131.6307209
2038,159.8033239,132.593517
2039,160.1777194,133.4637772
2040,160.490242,134.2394077
2041,160.7424847,134.9185521
2042,160.9361504,135.4995839
2043,161.0730266,135.9810978
2044,161.1549638,136.3618998
2045,161.1838568,136.6409973
2046,161.1616275,136.8175879
2047,161.0902113,136.8910481
2048,160.9715446,136.8609225
2049,160.807554,136.8437917
2050,160.600148,136.8395019
2051,160.351209,136.8480338
2052,160.0625871,136.8694919
2053,159.7360953,136.9040936
2054,159.3735049,136.9521597
2055,158.9765421,137.0141046
2056,158.5468856,137.0904272
2057,158.0861646,137.1817019
2058,157.5959571,137.2885708
2059,157.0777891,137.4117354
2060,156.5331342,137.5519498
2061,155.9634129,137.7100131
2062,155.3699933,137.8867639
2063,154.7541913,138.0830733
2064,154.1172709,138.219385
2065,153.4604454,138.29662
2066,152.7848779,138.3157168
2067,152.0889379,138.2775748
2068,151.3623951,138.1826382
2069,150.5983434,138.0306615
2070,149.7996514,137.8213237
2071,148.9713349,137.5546102
2072,148.1188685,137.2308493
2073,147.2492174,136.8507476
2074,146.3725652,136.415519
2075,145.5035215,135.9271103
2076,144.6599445,135.3884209
2077,143.8593221,134.8033406
2078,143.1155441,134.1765431
2079,142.4380624,133.5666959
2080,141.8327672,132.9790863
2081,141.303249,132.4189586
2082,140.8511856,131.8913902
2083,140.4753393,131.4011377
2084,140.1727815,130.9525026
2085,139.9394052,130.5492722
2086,139.7701631,130.1946839
2087,139.6592554,129.8914061
2088,139.6002769,129.6415313
2089,139.5863371,129.4465785
2090,139.6101604,129.3075017
2091,139.6641799,129.2247057
2092,139.7406336,129.1980656
2093,139.8316716,129.2269522
2094,139.9294793,129.2710645
2095,140.0264167,129.3288654
2096,140.1151675,129.3984278
2097,140.1888886,129.4774861
2098,140.2413455,129.5634941
2099,140.2670224,129.6536872
2100,140.2611974,129.7451464
2101,140.2199792,129.834862
2102,140.1403059,129.9197941
2103,140.0199122,129.996928
2104,139.8572717,130.063323
2105,139.6515236,130.1161535
2106,139.4023902,130.1527427
2107,139.1100924,130.1705879
2108,138.7752675,130.1673792
2109,138.3988924,130.1795025
2110,137.9822139,130.205064
2111,137.5266874,130.2423833
2112,137.0339235,130.2899905
2113,136.5056427,130.3466221
2114,135.9436374,130.4112122
2115,135.3497401,130.4828841
2116,134.7257979,130.5609393
2117,134.0736514,130.6448459
2118,133.3951181,130.7342269
2119,132.6928993,130.8288675
2120,131.9698686,130.9287718
2121,131.2276836,131.034081
2122,130.4679407,131.1450335
2123,129.6921812,131.2619548
2124,128.9018867,131.3274333
2125,128.0984762,131.3419409
2126,127.2833042,131.3060094
2127,126.4576596,131.2202225
2128,125.6227664,131.0852079
2129,124.7797839,130.9016301
2130,123.9298077,130.6701842
2131,123.073872,130.3915894
2132,122.2129506,130.0665833
2133,121.3479592,129.6959175
2134,120.4797577,129.280352
2135,119.6091522,128.820652
2136,118.7368975,128.3175833
2137,117.8636992,127.7719097
2138,116.9902159,127.1843892
2139,116.1170619,126.5340714
2140,115.2448089,125.8216961
2141,114.3739885,125.047991
2142,113.5050943,124.2136694
2143,112.6385835,123.319429
2144,111.7748797,122.3659507
2145,110.914374,121.3538975
2146,110.057427,120.2839135
2147,109.204371,119.1566232
2148,108.355511,117.972631
2149,107.5111268,116.7325211
2150,106.6714741,115.4368566
2151,105.8367862,114.08618
2152,105.0072754,112.6810125
2153,104.1831341,111.2218546
2154,103.3645362,109.8554117
2155,102.5516379,108.5821425
2156,101.7445795,107.4024859
2157,100.9434858,106.3168602
2158,100.1484674,105.3256645
2159,99.35962147,104.429278
2160,98.57703277,103.6280614
2161,97.80077448,102.9223568
2162,97.0309089,102.3124882
2163,96.26748827,101.7987623
2164,95.51055543,101.3814686
2165,94.76014449,101.0608803
2166,94.0162815,100.8372547
2167,93.27898496,100.7108334
2168,92.54826644,100.6818434
2169,91.82413111,100.5768943
2170,91.10657817,100.3961849
2171,90.39560138,100.1399007
2172,89.69118946,99.80821453
2173,88.99332654,99.40128693
2174,88.30199251,98.91926676
2175,87.61716342,98.36229167
2176,86.93881181,97.73048861
2177,86.26690703,97.02397427
2178,85.60141556,96.24285562
2179,84.94230131,95.38723032
2180,84.28952588,94.45718718
2181,83.64304879,93.4528066
2182,83.00282779,92.37416101
2183,82.36881903,91.22131525
2184,81.74097731,90.08860122
2185,81.11925625,88.97606983
2186,80.50360853,87.88376556
2187,79.89398604,86.81172683
2188,79.29034007,85.75998641
2189,78.69262146,84.72857168
2190,78.10078076,83.717505
2191,77.51476839,82.72680402
2192,76.93453478,81.75648198
2193,76.36003048,80.806548
2194,75.79120631,79.87700739
2195,75.22801348,78.96786189
2196,74.67040372,78.07910992
2197,74.11832936,77.21074689
2198,73.57174347,76.3627654
2199,73.03059996,75.53882747
2200,72.49485368,74.73892081
2201,71.96446051,73.96303099
2202,71.43937748,73.21114167
2203,70.91956288,72.48323483
2204,70.4049763,71.77929092
2205,69.8955788,71.09928907
2206,69.39133295,70.44320728
2207,68.89220296,69.8110226
2208,68.39815477,69.20271128
2209,67.90915617,68.61824896
2210,67.42517687,68.05761083
2211,66.94618863,67.5207718
2212,66.4721654,67.00770662
2213,66.00308339,66.51839009
2214,65.53892122,66.07285193
2215,65.07966006,65.67106743
2216,64.62528376,65.31301235
2217,64.17577901,64.99866305
2218,63.73113549,64.72799671
2219,63.29134605,64.5009914
2220,62.8564069,64.31762626
2221,62.42631782,64.17788171
2222,62.00108237,64.08173952
2223,61.58070814,64.02918304
2224,61.165207,64.02019735
2225,60.75459543,64.05476943
2226,60.34889477,64.13288836
2227,59.94813165,64.2545455
2228,59.55233829,64.41973472
2229,59.16155299,64.58359574
2230,58.77582053,64.74612809
2231,58.39519275,64.90733448
2232,58.01972906,65.0672211
2233,57.64949707,65.2257979
2234,57.28457328,65.38307889
2235,56.92504382,65.53908249
2236,56.57100525,65.69383191
2237,56.22256548,65.84735554
2238,55.87984473,65.99968738
2239,55.54297654,66.15086751
2240,55.21210893,66.30094262
2241,54.88740553,66.44996655
2242,54.56904685,66.5980009
2243,54.25723145,66.74511564
2244,53.95217722,66.89556243
2245,53.65412243,67.04943008
2246,53.36332669,67.20681791
2247,53.08007153,67.36783646
2248,52.80466046,67.53260821
2249,52.53741835,67.70126823
2250,52.27868964,67.87396469
2251,52.0288351,68.05085919
2252,51.78822665,68.23212679
2253,51.55723959,68.41795562
2254,51.33624176,68.60854588
2255,51.12557908,68.80410816
2256,50.92555712,69.00486066
2257,50.73641888,69.21102539
2258,50.55831936,69.42282295
2259,50.39129849,69.61416291
2260,50.23525476,69.78524203
2261,50.08992256,69.93623219
2262,49.95485658,70.06727071
2263,49.82942622,70.17845055
2264,49.71282175,70.26981124
2265,49.6040724,70.34133119
2266,49.50207477,70.392922
2267,49.40562856,70.4244253
2268,49.31347581,70.43561232
2269,49.22434006,70.42618598
2270,49.13696229,70.39578539
2271,49.05013156,70.34399226
2272,48.96270929,70.27033859
2273,48.87364691,70.17431534
2274,48.78199742,70.03718412
2275,48.68692144,69.85838078
2276,48.587689,69.63732676
2277,48.48367771,69.37343715
2278,48.37436858,69.06612804
2279,48.25933995,68.71482304
2280,48.13826039,68.31895894
2281,48.01088095,67.87799049
2282,47.87702727,67.39139439
2283,47.7365917,66.85867246
2284,47.58952567,66.27935411
2285,47.43583255,65.65299821
2286,47.27556085,64.97919426
2287,47.10879807,64.25756319
2288,46.93566501,63.48775765
2289,46.75631061,62.73704784
2290,46.57090733,62.00514931
2291,46.37964702,61.29180825
2292,46.18273719,60.59680057
2293,45.98039777,59.91993093
2294,45.77285817,59.26103151
2295,45.56035483,58.61996081
2296,45.34312891,57.99660226
2297,45.12142441,57.39086282
2298,44.89548647,56.80267163
2299,44.66555995,56.23197851
2300,44.43188817,55.67875259
2301,44.19471186,55.14298091
2302,43.95426828,54.62466699
2303,43.71079044,54.12382956
2304,43.46450654,53.62889872
2305,43.2156394,53.13991973
2306,42.96440607,52.6569493
2307,42.71101753,52.18005446
2308,42.45567842,51.70931144
2309,42.19858687,51.24480472
2310,41.93993438,50.78662596
2311,41.67990574,50.33487319
2312,41.41867901,49.88964986
2313,41.15642551,49.45106411
2314,40.89330991,49.01922801
2315,40.62949024,48.59425685
2316,40.365118,48.17626848
2317,40.1003383,47.76538279
2318,39.83528996,47.36172107
2319,39.57010563,46.97679747
2320,39.30491198,46.61073472
2321,39.03982985,46.26365563
2322,38.7749744,45.93568267
2323,38.51045526,45.62693767
2324,38.24637677,45.33754145
2325,37.9828381,45.06761362
2326,37.71993341,44.81727224
2327,37.45775209,44.58663369
2328,37.19637889,44.37581238
2329,36.93589409,44.18492066
2330,36.67637368,44.01406863
2331,36.41788955,43.86336399
2332,36.1605096,43.73291199
2333,35.90429795,43.6228153
2334,35.64931509,43.52266208
2335,35.39561801,43.43254965
2336,35.14326034,43.35257256
2337,34.89229256,43.28282257
2338,34.64276206,43.22338865
2339,34.39471331,43.17435693
2340,34.14818801,43.13581071
2341,33.90322517,43.10783049
2342,33.65986129,43.09049396
2343,33.41813041,43.08387603
2344,33.17806428,43.08804884
2345,32.93969244,43.10308184
2346,32.70304232,43.12904176
2347,32.46813936,43.1659927
2348,32.23500711,43.21399618
2349,32.00366727,43.21456209
2350,31.77413986,43.1677469
2351,31.54644322,43.07360463
2352,31.32059416,42.93218688
2353,31.096608,42.74354295
2354,30.87449864,42.50771986
2355,30.65427867,42.2247624
2356,30.43595939,41.89471323
2357,30.21955089,41.51761289
2358,30.00506215,41.0934999
2359,29.79250103,40.6224108
2360,29.58187437,40.10438022
2361,29.37318806,39.53944094
2362,29.16644703,38.92762393
2363,28.96165535,38.26895845
2364,28.75881628,37.66774041
2365,28.55793227,37.12399575
2366,28.35900503,36.63774886
2367,28.16203558,36.2090226
2368,27.96702426,35.83783841
2369,27.7739708,35.52421628
2370,27.58287431,35.26817489
2371,27.39373336,35.06973161
2372,27.20654599,34.92890253
2373,27.02130973,34.84570259
2374,26.83802164,34.82014553
2375,26.65667833,34.852244
2376,26.47727599,34.94200959
2377,26.29981044,35.08945286
2378,26.12427709,35.29458339
2379,25.95067102,35.47518801
2380,25.77898697,35.63127445
2381,25.60921938,35.7628496
2382,25.44136239,35.86991951
2383,25.27540987,35.95248944
2384,25.11135543,36.0105639
2385,24.94919244,36.04414668
2386,24.78891404,36.05324087
2387,24.63051318,36.0378489
2388,24.47398257,35.99797259
2389,24.31931478,35.93361313
2390,24.16650218,35.84477116
2391,24.01553698,35.73144677
2392,23.86641125,35.59363951
2393,23.71911692,35.43134847
2394,23.57364579,35.23063559
2395,23.42998953,34.99149903
2396,23.28813972,34.7139365
2397,23.14808781,34.39794532
2398,23.00982517,34.04352241
2399,22.8733431,33.65066433
2400,22.73863278,33.21936729
2401,22.60568536,32.74962717
2402,22.4744919,32.24143954
2403,22.34504341,32
2404,22.21733082,32
2405,22.09134506,32
2406,21.96707696,32
2407,21.84451736,32
2408,21.72365703,32
2409,21.60448674,32
2410,21.48699721,32
2411,21.37117916,32
2412,21.25702327,32
2413,21.14452023,32
2414,21.03366069,32
2415,20.92443532,32
2416,20.81683478,32
2417,20.7108497,32
2418,20.60647076,32
2419,20.50368861,32
2420,20.4024939,32
2421,20.30287732,32
2422,20.20482953,32
2423,20.10834124,32
2424,20.01340315,32
2425,19.92000599,32
2426,19.82814049,32
2427,19.73779742,32
2428,19.64896756,32
2429,19.56164171,32
2430,19.47581069,32
2431,19.39146536,32
2432,19.30859659,32
2433,19.22719529,32
2434,19.14725239,32
2435,19.06875885,32
2436,18.99170565,32
2437,18.91608382,32
2438,18.84188441,32
2439,18.76909851,32
2440,18.69771723,32
2441,18.62773173,32
2442,18.55913318,32
2443,18.49191281,32
2444,18.42606187,32
2445,18.36157166,32
2446,18.29843349,32
2447,18.23663875,32
2448,18.17617881,32
2449,18.11704513,32
2450,18.05922918,32
2451,18.00272248,32
2452,17.94751656,32
2453,17.89360304,32
2454,17.84097353,32
2455,17.78961971,32
2456,17.73953327,32
2457,17.69070598,32
2458,17.64312962,32
2459,17.59679601,32
2460,17.55169703,32
2461,17.50782457,32
2462,17.46517058,32
2463,17.42372706,32
2464,17.38348602,32
2465,17.34443954,32
2466,17.30657973,32
2467,17.26989872,32
2468,17.23438871,32
2469,17.20004193,32
2470,17.16685065,32
2471,17.13480717,32
2472,17.10390385,32
2473,17.07413307,32
2474,17.04548727,32
2475,17.01795891,32
2476,16.99154051,32
2477,16.96622462,32
2478,16.94200382,32
2479,16.91887075,32
2480,16.89681807,32
2481,16.87583851,32
2482,16.8559248,32
2483,16.83706973,32
2484,16.81926615,32
2485,16.80250691,32
2486,16.78678492,32
2487,16.77209313,32
2488,16.75842452,32
2489,16.74577213,32
2490,16.73412902,32
2491,16.72348828,32
2492,16.71384306,32
2493,16.70518654,32
2494,16.69751194,32
2495,16.69081252,32
2496,16.68508157,32
2497,16.68031242,32
2498,16.67649844,32
2499,16.67363305,32
2500,16.67170969,32
2501,16.67072184,32
2502,16.67066303,32
2503,16.67152681,32
2504,16.67330677,32
2505,16.67599656,32
2506,16.67958983,32
2507,16.6840803,32
2508,16.6894617,32
2509,16.69572782,32
2510,16.70287247,32
2511,16.71088949,32
2512,16.71977278,32
2513,16.72951626,32
2514,16.74011388,32
2515,16.75155963,32
2516,16.76384755,32
2517,16.77697169,32
2518,16.79092616,32
2519,16.80570509,32
2520,16.82130264,32
2521,16.83771301,32
2522,16.85493045,32
2523,16.87294921,32
2524,16.89176361,32
2525,16.91136798,32
2526,16.93175669,32
2527,16.95292415,32
2528,16.97486479,32
2529,16.99757309,32
2530,17.02104355,32
2531,17.0452707,32
2532,17.07024912,32
2533,17.0959734,32
2534,17.12243818,32
2535,17.14963813,32
2536,17.17756795,32
2537,17.20622236,32
2538,17.23559613,32
2539,17.26568404,32
2540,17.29648093,32
2541,17.32798165,32
2542,17.36018109,32
2543,17.39307416,32
2544,17.42665581,32
2545,17.46092103,32
2546,17.49586481,32
2547,17.53148221,32
2548,17.56776828,32
2549,17.60471814,32
2550,17.6423269,32
2551,17.68058973,32
2552,17.71950182,32
2553,17.75905838,32
2554,17.79925466,32
2555,17.84008593,32
2556,17.88154751,32
2557,17.92363472,32
2558,17.96634292,32
2559,18.00966751,32
2560,18.0536039,32
2561,18.09814755,32
2562,18.14329391,32
2563,18.18903851,32
2564,18.23537685,32
2565,18.28230451,32
2566,18.32981707,32
2567,18.37791013,32
2568,18.42657934,32
2569,18.47582036,32
2570,18.52562889,32
2571,18.57600063,32
2572,18.62693134,32
2573,18.67841679,32
2574,18.73045277,32
2575,18.78303511,32
2576,18.83615966,32
2577,18.88982228,32
2578,18.94401889,32
2579,18.9987454,32
2580,19.05399776,32
2581,19.10977196,32
2582,19.16606398,32
2583,19.22286987,32
2584,19.28018565,32
2585,19.33800742,32
2586,19.39633127,32
2587,19.45515332,32
2588,19.51446972,32
2589,19.57427664,32
2590,19.63457027,32
2591,19.69534684,32
2592,19.75715288,32
2593,19.82394685,32
2594,19.89677064,32
2595,19.97358092,32
2596,20.05619515,32
2597,20.14965977,32
2598,20.26424506,32
2599,20.42108082,32
2600,20.65927599,32
2601,21.03697139,32
2602,21.61994394,32
2603,22.46587849,32
2604,23.61686909,32
2605,25.10074654,32
2606,26.93541832,32
2607,29.13056567,32
2608,31.68387823,32
2609,34.58475724,32
2610,37.81644199,32
2611,41.35721201,32
2612,45.18135865,32
2613,49.25997192,32
2614,53.561583,32
2615,58.05270126,32
2616,62.69828447,32
2617,67.46218156,32
2618,72.30758485,32
2619,77.19752268,32.66943608
2620,82.09541046,34.53622095
2621,86.96565905,36.63471658
2622,91.77431764,38.95232564
2623,96.48970896,41.47512302
2624,101.0830043,44.18811147
2625,105.528688,47.07549468
2626,109.8048741,50.12095825
2627,113.8934597,53.30794756
2628,117.7801192,56.61993213
2629,121.4541612,60.04064758
2630,124.9082799,63.55430866
2631,128.1382359,67.1457895
2632,131.1424967,70.80076961
2633,133.9218655,74.50584624
2634,136.4791166,78.1802647
2635,138.8186523,81.81267151
2636,140.9461889,85.3927912
2637,142.8684765,88.91143232
2638,144.5930532,92.36047577
2639,146.1280326,95.73284898
2640,147.4819237,99.02248891
2641,148.663479,102.2242965
2642,149.6815677,105.3340854
2643,150.5450726,108.3485257
2644,151.2628049,111.2650864
2645,151.8434367,114.0819757
2646,152.2954476,116.7980815
2647,152.6270832,119.4129128
2648,152.846323,121.926543
2649,152.9608581,124.3747575
2650,152.9780747,126.7585942
2651,152.905044,129.0794969
2652,152.7485168,131.3392675
2653,152.5149213,133.540022
2654,152.2103655,135.6841479
2655,151.8406404,137.7742665
2656,151.4112266,139.8131964
2657,150.9273015,141.8039205
2658,150.3937483,143.749556
2659,149.8151657,145.6533262
2660,149.1958779,147.5185354
2661,148.5399459,149.348546
2662,147.8511779,151.1467578
2663,147.1331411,152.9165893
2664,146.3891721,154.6427607
2665,145.6223887,156.3286798
2666,144.8357,157.9777284
2667,144.0318178,159.5932505
2668,143.2132667,161.1785426
2669,142.3823938,162.7368447
2670,141.5413792,164.2713325
2671,140.6922447,165.7851112
2672,139.8368634,167.2812102
2673,138.9769681,168.7625781
2674,138.1141593,170.2320795
2675,137.2499138,171.6924921
2676,136.3855916,173.1465043
2677,135.5224437,174.5967137
2678,134.6616182,176.0456263
2679,133.8041675,177.2318702
2680,132.951054,178.1577669
2681,132.1031558,178.825546
2682,131.2612729,179.2373457
2683,130.4261315,179.3952144
2684,129.5983897,179.3011111
2685,128.7786415,178.9569076
2686,127.9674215,178.3643901
2687,127.1652092,177.5252605
2688,126.3724322,176.4411391
2689,125.5894706,175.1135665
2690,124.8166601,173.5440056
2691,124.0542949,171.7338438
2692,123.3026314,169.6843961
2693,122.5618906,167.3969064
2694,121.8322606,165.1654364
2695,121.1138996,162.9910961
2696,120.406938,160.8749325
2697,119.7114804,158.8179315
2698,119.0276082,156.8210204
2699,118.3553807,154.8850703
2700,117.6948379,153.0108987
2701,117.0460015,151.1992711
2702,116.4088765,149.450904
2703,115.7834532,147.7664667
2704,115.1697082,146.1465834
2705,114.5676056,144.5918355
2706,113.9770986,143.1027636
2707,113.3981305,141.6798695
2708,112.8306355,140.3236179
2709,112.2745402,139.0321012
2710,111.7297642,137.8057159
2711,111.196221,136.6448271
2712,110.6738191,135.5497701
2713,110.1624625,134.5208521
2714,109.6620514,133.5583536
2715,109.1724834,132.6625304
2716,108.6936534,131.8336144
2717,108.2254548,131.0718155
2718,107.76778,130.3773229
2719,107.3205207,129.7503061
2720,106.8835686,129.1909165
2721,106.456816,128.6992886
2722,106.040156,128.2755408
2723,105.6334833,127.9197771
2724,105.2366943,127.4854006
2725,104.8496878,126.9724888
2726,104.4723654,126.3811077
2727,104.1046317,125.7113126
2728,103.7463949,124.9631488
2729,103.3975669,124.136653
2730,103.0580642,123.2318538
2731,102.7278079,122.2487726
2732,102.406724,121.1874243
2733,102.0947441,120.0478183
2734,101.7918057,118.829959
2735,101.4978526,117.5338466
2736,101.2128351,116.1594778
2737,100.9367108,114.7068467
2738,100.6694448,113.175945
2739,100.4110103,111.7370685
2740,100.1613891,110.3902067
2741,99.92057191,109.1353488
2742,99.68855924,107.9724846
2743,99.4653618,106.9016047
2744,99.25100121,105.9227017
2745,99.04551065,105.0357701
2746,98.84893568,104.2408075
2747,98.661335,103.5378153
2748,98.48278136,102.9267989
2749,98.31336252,102.4077684
2750,98.1531823,101.98074
2751,98.00236175,101.6457358
2752,97.86104041,101.4027852
2753,97.72937766,101.2519254
2754,97.60755431,101.0550678
2755,97.49577423,100.8122679
2756,97.39426621,100.5235916
2757,97.30328598,100.1891167
2758,97.22311845,99.80893344
2759,97.1540802,99.38314576
2760,97.09652213,98.9118728
2761,97.05083245,98.39525006
2762,97.01743993,97.83343095
2763,96.99681742,97.22658835
2764,96.98948572,96.57491639
2765,96.99601769,95.8786323
2766,97.0170427,95.13797849
2767,97.05325129,94.35322472
2768,97.10540006,93.52467051
2769,97.17431659,92.77662276
2770,97.26090428,92.10944827
2771,97.3661468,91.52355163
2772,97.49111187,91.01937817
2773,97.63695373,90.59741689
2774,97.80491368,90.25820327
2775,97.99631762,90.0023219
2776,98.21256945,89.83040859
2777,98.45513867,89.74315177
2778,98.72554025,89.7412927
2779,99.02530458,89.82562408
2780,99.35593524,89.99698634
2781,99.71885247,90.25626097
2782,100.1153211,90.60436006
2783,100.5463631,91.04221129
2784,101.0126572,91.52263091
2785,101.514432,92.04651165
2786,102.0513602,92.6146848
2787,102.6224682,93.22788472
2788,103.2260716,93.88671052
2789,103.859751,94.59158725
2790,104.5203735,95.3427296
2791,105.2041621,96.14011097
2792,105.9068066,96.98344053
2793,106.6236045,97.87215016
2794,107.3496162,98.80539196
2795,108.0798213,99.78204633
2796,108.8092623,100.8007393
2797,109.5331678,101.8598676
2798,110.24705,102.9576291
2799,110.9467768,104.02351
2800,111.6286181,105.055415
2801,112.2892713,106.0511553
2802,112.9258685,107.008484
2803,113.5359704,107.9251274
2804,114.1175489,108.7988148
2805,114.6689634,109.6273045
2806,115.1889329,110.4084061
2807,115.6765041,111.14
2808,116.1310205,111.820053
2809,116.5520905,112.4466311
2810,116.939557,113.0179093
2811,117.2934684,113.532179
2812,117.6140517,113.9878528
2813,117.9016875,114.3834675
2814,118.1568877,114.7749727
2815,118.3802744,115.1611557
2816,118.5725615,115.5409269
2817,118.7345385,115.9133178
2818,118.8670553,116.2774768
2819,118.9710094,116.632666
2820,119.0473346,116.9782556
2821,119.0969906,117.3137194
2822,119.1209545,117.638629
2823,119.120213,117.9526488
2824,119.0957561,118.2555298
2825,119.0485711,118.5471041
2826,118.9796382,118.8272797
2827,118.8899259,119.096034
2828,118.780388,119.3534092
2829,118.6519606,119.5837147
2830,118.5055596,119.7871059
2831,118.3420791,119.9637873
2832,118.1623895,120.1140078
2833,117.9673365,120.2380564
2834,117.7577405,120.3362575
2835,117.5343954,120.4089675
2836,117.2980687,120.4565702
2837,117.049501,120.4794739
2838,116.7894063,120.4781079
2839,116.5184714,120.4529189
2840,116.2373573,120.4043688
2841,115.9466981,120.3329315
2842,115.6471028,120.2390908
2843,115.3391548,120.1233374
2844,115.0234129,119.9868316
2845,114.7004117,119.8300727
2846,114.3706624,119.6535618
2847,114.0346535,119.4577999
2848,113.6928511,119.2432863
2849,113.3457001,119.0105176
2850,112.9936245,118.7599862
2851,112.6370285,118.4921793
2852,112.2762967,118.2075782
2853,111.9117954,117.906657
2854,111.5438728,117.5898824
2855,111.17286,117.2577125
2856,110.7990715,116.9105967
2857,110.422806,116.548975
2858,110.0443469,116.1732775
2859,109.6639632,115.7616862
2860,109.2819098,115.3146106
2861,108.8984283,114.83245
2862,108.5137475,114.3155926
2863,108.1280841,113.7644161
2864,107.7416431,113.179287
2865,107.3546183,112.5605609
2866,106.967193,111.9085824
2867,106.5795404,111.2236854
2868,106.191824,110.5061926
2869,105.804198,109.7564163
2870,105.4168081,108.9746579
2871,105.0297915,108.1612084
2872,104.6432774,107.3163485
2873,104.2573876,106.4403487
2874,103.8722367,105.6418922
2875,103.4879326,104.9212297
2876,103.1045763,104.2786024
2877,102.7222632,103.714242
2878,102.3410824,103.2283712
2879,101.9611178,102.8212034
2880,101.5824477,102.4929438
2881,101.2051456,102.2437888
2882,100.8292803,102.0739268
2883,100.454916,101.9835379
2884,100.0821126,101.9727949
2885,99.71092608,102.0418626
2886,99.34140852,102.1908989
2887,98.97360838,102.4200544
2888,98.60757071,102.7294731
2889,98.24333726,103.0580878
2890,97.88094676,103.4060296
2891,97.52043498,103.7734232
2892,97.16183496,104.1603874
2893,96.80517713,104.5670355
2894,96.45048946,104.993475
2895,96.09779756,105.4398083
2896,95.74712489,105.9061327
2897,95.39849279,106.3925405
2898,95.05249069,106.8991273
2899,94.71376107,107.426146
2900,94.38191179,107.9740609
2901,94.04968194,108.5429713
2902,93.71469933,109.1326396
2903,93.37912267,109.742839
2904,93.05255586,110.2920533
2905,92.76041174,110.7815126
2906,92.55477445,111.214865
2907,92.51684471,111.5999342
2908,92.7407838,111.9499148
2909,93.31020478,112.2830677
2910,94.28651484,112.621221
2911,95.71061889,112.9880873
2912,97.60929667,113.4080027
2913,99.99849446,113.9051173
2914,102.877815,114.5025162
2915,106.2344715,115.2213016
2916,110.0466744,116.0800454
2917,114.2853772,117.0944245
2918,118.9156775,118.2769833
2919,123.8979439,119.6185041
2920,129.1887289,121.124922
2921,134.7415246,122.7988296
2922,140.5074185,124.6395178
2923,146.4357039,126.6430549
2924,152.4745013,128.8024004
2925,158.571438,131.1075544
2926,164.6744182,133.5457438
2927,170.7324893,136.1016511
2928,176.696779,138.7576861
2929,182.521446,141.4943037
2930,188.1645677,144.2903602
2931,193.5888847,147.1235008
2932,198.761404,149.9705456
2933,203.6541551,152.807811
2934,208.2463742,155.7836467
2935,212.5227116,158.8747148
2936,216.4728694,162.0583706
2937,220.0911535,165.312934
2938,223.3759538,168.6179112
2939,226.3291943,171.9541666
2940,228.9557881,175.3040468
2941,231.2631177,178.6514626
2942,233.260557,181.9819317
2943,234.9590418,185.2825896
2944,236.3706925,188.5421735
2945,237.5084864,191.750983
2946,238.3859794,194.9008251
2947,239.0170705,197.9849452
2948,239.4158068,200.9979483
2949,239.5962219,203.8082561
2950,239.5722057,206.4129346
2951,239.3573992,208.8101444
2952,238.965112,210.9990508
2953,238.4082581,212.9797331
2954,237.6993075,214.7530976
2955,236.8502515,216.320793
2956,235.8725778,217.6851293
2957,234.7772564,218.849001
2958,233.5747309,219.8158147
2959,232.2749178,220.5894207
2960,230.8872093,221.1740495
2961,229.420481,221.5742528
2962,227.8831021,221.794849
2963,226.2829484,221.8408728
2964,224.6274175,221.7675777
2965,222.9234444,221.5802969
2966,221.1775192,221.2844538
2967,219.395705,220.8855276
2968,217.5836562,220.3890221
2969,215.7466368,219.8004378
2970,213.8895391,219.1252473
2971,212.0169024,218.3688735
2972,210.1329304,217.53667
2973,208.2415094,216.6339045
2974,206.3462257,215.665744
2975,204.4503817,214.6372426
2976,202.557013,213.5533304
2977,200.6689034,212.4188051
2978,198.7886001,211.2383242
2979,196.9184284,210.0363325
2980,195.0605049,208.8171916
2981,193.2165776,207.5851071
2982,191.3877414,206.3440959
2983,189.5755565,205.0979997
2984,187.7814808,203.8505085
2985,186.006817,202.605161
2986,184.2527247,201.3653444
2987,182.5202308,200.1342954
2988,180.8102397,198.9151017
2989,179.1235423,197.7107042
2990,177.4608245,196.5238993
2991,175.8226755,195.3573416
2992,174.2095951,194.2135476
2993,172.6220005,193.0948987
2994,171.0602332,191.9200599
2995,169.5245646,190.6911538
2996,168.0152019,189.4101796
2997,166.5322934,188.0790169
2998,165.0759335,186.6994301
